,index,species,species__ontology_label,library_preparation_protocol,library_preparation_protocol__ontology_label,cellID,organ,organ__ontology_label,vaccination,vaccination__ontology_label,sex,is_living,sample_type,biosample_id,end_bias,cell_type,cell_type__ontology_label,disease,disease__ontology_label,donor_id,Stimulated,VaccineRoute,VaccineRouteUnique,VaccineRouteUniqueGroup,sequencing_instrument_manufacturer_model,sequencing_instrument_manufacturer_model__ontology_label,paired_ends,read_length,vaccination_route,vaccination__time_since,vaccination__time_since__unit,vaccination__time_since__unit_label,vaccination__dosage,X_13,Y_13,X_25,Y_25,sampleid
1112,Week13_DFT3.stim_4941,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DFT3.stim_4941,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESDFT3,3 prime end bias,CL_0000097,mast cell,MONDO_0000001,disease or disorder,DFT3,YES,IDHigh,IDHigh-DFT3,1_IDHigh-DFT3,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,High,2.952739257,4.140406674,,,DDFT3_WK13_STIMYES
1113,Week13_DFT3.stim_1083,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DFT3.stim_1083,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESDFT3,3 prime end bias,CL_0000097,mast cell,MONDO_0000001,disease or disorder,DFT3,YES,IDHigh,IDHigh-DFT3,1_IDHigh-DFT3,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,High,9.144055954,-1.233207327,,,DDFT3_WK13_STIMYES
1114,Week13_DFT3.stim_636,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DFT3.stim_636,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESDFT3,3 prime end bias,CL_0000097,mast cell,MONDO_0000001,disease or disorder,DFT3,YES,IDHigh,IDHigh-DFT3,1_IDHigh-DFT3,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,High,8.848957534,-1.664576464,,,DDFT3_WK13_STIMYES
1115,Week13_DFT3.stim_4677,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DFT3.stim_4677,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESDFT3,3 prime end bias,CL_0000097,mast cell,MONDO_0000001,disease or disorder,DFT3,YES,IDHigh,IDHigh-DFT3,1_IDHigh-DFT3,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,High,6.816973943,-2.018823192,,,DDFT3_WK13_STIMYES
1116,Week13_DFT3.stim_2291,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DFT3.stim_2291,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESDFT3,3 prime end bias,CL_0000097,mast cell,MONDO_0000001,disease or disorder,DFT3,YES,IDHigh,IDHigh-DFT3,1_IDHigh-DFT3,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,High,6.784147063,-2.198949194,,,DDFT3_WK13_STIMYES
1117,Week13_DFT3.stim_2951,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DFT3.stim_2951,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESDFT3,3 prime end bias,CL_0000775,neutrophil,MONDO_0000001,disease or disorder,DFT3,YES,IDHigh,IDHigh-DFT3,1_IDHigh-DFT3,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,High,5.569474791,10.72917604,,,DDFT3_WK13_STIMYES
1118,Week13_DFT3.stim_3163,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DFT3.stim_3163,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESDFT3,3 prime end bias,CL_0000775,neutrophil,MONDO_0000001,disease or disorder,DFT3,YES,IDHigh,IDHigh-DFT3,1_IDHigh-DFT3,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,High,5.609940612,10.64405464,,,DDFT3_WK13_STIMYES
1119,Week13_DFT3.stim_2077,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DFT3.stim_2077,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESDFT3,3 prime end bias,CL_0000775,neutrophil,MONDO_0000001,disease or disorder,DFT3,YES,IDHigh,IDHigh-DFT3,1_IDHigh-DFT3,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,High,5.484793952,10.55361356,,,DDFT3_WK13_STIMYES
1120,Week13_DFT3.stim_2584,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DFT3.stim_2584,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESDFT3,3 prime end bias,CL_0000775,neutrophil,MONDO_0000001,disease or disorder,DFT3,YES,IDHigh,IDHigh-DFT3,1_IDHigh-DFT3,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,High,5.49763732,10.45707045,,,DDFT3_WK13_STIMYES
1121,Week13_DFT3.stim_2060,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DFT3.stim_2060,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESDFT3,3 prime end bias,CL_0000775,neutrophil,MONDO_0000001,disease or disorder,DFT3,YES,IDHigh,IDHigh-DFT3,1_IDHigh-DFT3,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,High,5.614828711,10.59498558,,,DDFT3_WK13_STIMYES
1122,Week13_DFT3.stim_3872,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DFT3.stim_3872,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESDFT3,3 prime end bias,CL_0000775,neutrophil,MONDO_0000001,disease or disorder,DFT3,YES,IDHigh,IDHigh-DFT3,1_IDHigh-DFT3,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,High,5.530654438,10.55203979,,,DDFT3_WK13_STIMYES
1123,Week13_DFT3.stim_3505,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DFT3.stim_3505,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESDFT3,3 prime end bias,CL_0000775,neutrophil,MONDO_0000001,disease or disorder,DFT3,YES,IDHigh,IDHigh-DFT3,1_IDHigh-DFT3,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,High,5.504219452,10.45474861,,,DDFT3_WK13_STIMYES
1124,Week25_DFT3_935,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DFT3_935,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25NODFT3,3 prime end bias,CL_0000236,B cell,MONDO_0000001,disease or disorder,DFT3,NO,IDHigh,IDHigh-DFF3,1_IDHigh-DFF3,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,High,,,7.690170939,6.732204023,DDFT3_WK25_STIMNO
1125,Week25_DFT3_717,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DFT3_717,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25NODFT3,3 prime end bias,CL_0000236,B cell,MONDO_0000001,disease or disorder,DFT3,NO,IDHigh,IDHigh-DFF3,1_IDHigh-DFF3,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,High,,,8.671515444,6.911530517,DDFT3_WK25_STIMNO
1126,Week25_DFT3_845,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DFT3_845,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25NODFT3,3 prime end bias,CL_0000236,B cell,MONDO_0000001,disease or disorder,DFT3,NO,IDHigh,IDHigh-DFF3,1_IDHigh-DFF3,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,High,,,8.630811403,7.072854883,DDFT3_WK25_STIMNO
1127,Week25_DFT3_1288,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DFT3_1288,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25NODFT3,3 prime end bias,CL_0000236,B cell,MONDO_0000001,disease or disorder,DFT3,NO,IDHigh,IDHigh-DFF3,1_IDHigh-DFF3,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,High,,,7.176398377000001,6.876330212999999,DDFT3_WK25_STIMNO
1128,Week25_DFT3_1323,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DFT3_1323,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25NODFT3,3 prime end bias,CL_0000236,B cell,MONDO_0000001,disease or disorder,DFT3,NO,IDHigh,IDHigh-DFF3,1_IDHigh-DFF3,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,High,,,7.566956246,6.879022557000001,DDFT3_WK25_STIMNO
1129,Week25_DFT3_395,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DFT3_395,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25NODFT3,3 prime end bias,CL_0000236,B cell,MONDO_0000001,disease or disorder,DFT3,NO,IDHigh,IDHigh-DFF3,1_IDHigh-DFF3,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,High,,,6.72299912,6.963599392000001,DDFT3_WK25_STIMNO
1130,Week25_DFT3_1390,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DFT3_1390,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25NODFT3,3 prime end bias,CL_0000084,T cell,MONDO_0000001,disease or disorder,DFT3,NO,IDHigh,IDHigh-DFF3,1_IDHigh-DFF3,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,High,,,6.674431498,-6.55222559,DDFT3_WK25_STIMNO
1131,Week25_DFT3_1354,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DFT3_1354,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25NODFT3,3 prime end bias,CL_0000084,T cell,MONDO_0000001,disease or disorder,DFT3,NO,IDHigh,IDHigh-DFF3,1_IDHigh-DFF3,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,High,,,6.456538317000001,-7.394330882,DDFT3_WK25_STIMNO
1132,Week25_DFT3_1616,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DFT3_1616,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25NODFT3,3 prime end bias,CL_0000771,eosinophil,MONDO_0000001,disease or disorder,DFT3,NO,IDHigh,IDHigh-DFF3,1_IDHigh-DFF3,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,High,,,4.584989586,13.53526144,DDFT3_WK25_STIMNO
1133,Week25_DFT3_411,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DFT3_411,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25NODFT3,3 prime end bias,CL_0000235,macrophage,MONDO_0000001,disease or disorder,DFT3,NO,IDHigh,IDHigh-DFF3,1_IDHigh-DFF3,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,High,,,-6.5237016720000005,-4.11214128,DDFT3_WK25_STIMNO
1134,Week25_DFT3_1098,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DFT3_1098,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25NODFT3,3 prime end bias,CL_0000235,macrophage,MONDO_0000001,disease or disorder,DFT3,NO,IDHigh,IDHigh-DFF3,1_IDHigh-DFF3,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,High,,,-6.67955086,-1.884098158,DDFT3_WK25_STIMNO
1135,Week25_DFT3_436,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DFT3_436,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25NODFT3,3 prime end bias,CL_0000235,macrophage,MONDO_0000001,disease or disorder,DFT3,NO,IDHigh,IDHigh-DFF3,1_IDHigh-DFF3,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,High,,,-4.1444417410000005,-5.214735336,DDFT3_WK25_STIMNO
1136,Week25_DFT3_1168,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DFT3_1168,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25NODFT3,3 prime end bias,CL_0000235,macrophage,MONDO_0000001,disease or disorder,DFT3,NO,IDHigh,IDHigh-DFF3,1_IDHigh-DFF3,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,High,,,-6.321710499,-1.901067746,DDFT3_WK25_STIMNO
1137,Week25_DFT3_1540,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DFT3_1540,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25NODFT3,3 prime end bias,CL_0000235,macrophage,MONDO_0000001,disease or disorder,DFT3,NO,IDHigh,IDHigh-DFF3,1_IDHigh-DFF3,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,High,,,-5.127612952,-1.44183033,DDFT3_WK25_STIMNO
1138,Week25_DFT3_1473,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DFT3_1473,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25NODFT3,3 prime end bias,CL_0000235,macrophage,MONDO_0000001,disease or disorder,DFT3,NO,IDHigh,IDHigh-DFF3,1_IDHigh-DFF3,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,High,,,-5.328290705,-2.154889116,DDFT3_WK25_STIMNO
1139,Week25_DFT3_558,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DFT3_558,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25NODFT3,3 prime end bias,CL_0000235,macrophage,MONDO_0000001,disease or disorder,DFT3,NO,IDHigh,IDHigh-DFF3,1_IDHigh-DFF3,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,High,,,-5.690673735,-4.438262641000001,DDFT3_WK25_STIMNO
1140,Week25_DFT3_1514,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DFT3_1514,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25NODFT3,3 prime end bias,CL_0000235,macrophage,MONDO_0000001,disease or disorder,DFT3,NO,IDHigh,IDHigh-DFF3,1_IDHigh-DFF3,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,High,,,-5.075755598,-1.330330188,DDFT3_WK25_STIMNO
1141,Week25_DFT3_1079,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DFT3_1079,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25NODFT3,3 prime end bias,CL_0000235,macrophage,MONDO_0000001,disease or disorder,DFT3,NO,IDHigh,IDHigh-DFF3,1_IDHigh-DFF3,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,High,,,-6.36429605,-2.400602867,DDFT3_WK25_STIMNO
1142,Week25_DFT3_918,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DFT3_918,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25NODFT3,3 prime end bias,CL_0000097,mast cell,MONDO_0000001,disease or disorder,DFT3,NO,IDHigh,IDHigh-DFF3,1_IDHigh-DFF3,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,High,,,0.122560341,14.61851371,DDFT3_WK25_STIMNO
1143,Week25_DFT3_786,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DFT3_786,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25NODFT3,3 prime end bias,CL_0000097,mast cell,MONDO_0000001,disease or disorder,DFT3,NO,IDHigh,IDHigh-DFF3,1_IDHigh-DFF3,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,High,,,-0.153099097,15.17256517,DDFT3_WK25_STIMNO
1144,Week25_DFT3_1772,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DFT3_1772,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25NODFT3,3 prime end bias,CL_0000097,mast cell,MONDO_0000001,disease or disorder,DFT3,NO,IDHigh,IDHigh-DFF3,1_IDHigh-DFF3,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,High,,,-0.652611547,13.42387568,DDFT3_WK25_STIMNO
1145,Week25_DFT3.stim_1784,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DFT3.stim_1784,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25YESDFT3,3 prime end bias,CL_0000236,B cell,MONDO_0000001,disease or disorder,DFT3,YES,IDHigh,IDHigh-DFT3,1_IDHigh-DFT3,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,High,,,7.091244043,7.382002527,DDFT3_WK25_STIMYES
1146,Week25_DFT3.stim_1037,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DFT3.stim_1037,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25YESDFT3,3 prime end bias,CL_0000236,B cell,MONDO_0000001,disease or disorder,DFT3,YES,IDHigh,IDHigh-DFT3,1_IDHigh-DFT3,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,High,,,6.21780904,7.524062309,DDFT3_WK25_STIMYES
1147,Week25_DFT3.stim_753,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DFT3.stim_753,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25YESDFT3,3 prime end bias,CL_0000236,B cell,MONDO_0000001,disease or disorder,DFT3,YES,IDHigh,IDHigh-DFT3,1_IDHigh-DFT3,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,High,,,7.399142319,7.4443283189999985,DDFT3_WK25_STIMYES
1148,Week25_DFT3.stim_511,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DFT3.stim_511,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25YESDFT3,3 prime end bias,CL_0000236,B cell,MONDO_0000001,disease or disorder,DFT3,YES,IDHigh,IDHigh-DFT3,1_IDHigh-DFT3,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,High,,,6.903146947000001,7.542024887999999,DDFT3_WK25_STIMYES
1149,Week25_DFT3.stim_1511,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DFT3.stim_1511,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25YESDFT3,3 prime end bias,CL_0000236,B cell,MONDO_0000001,disease or disorder,DFT3,YES,IDHigh,IDHigh-DFT3,1_IDHigh-DFT3,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,High,,,6.804871828,7.39969318,DDFT3_WK25_STIMYES
1150,Week25_DFT3.stim_1448,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DFT3.stim_1448,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25YESDFT3,3 prime end bias,CL_0000236,B cell,MONDO_0000001,disease or disorder,DFT3,YES,IDHigh,IDHigh-DFT3,1_IDHigh-DFT3,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,High,,,6.863276311,7.279987042,DDFT3_WK25_STIMYES
1151,Week25_DFT3.stim_1728,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DFT3.stim_1728,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25YESDFT3,3 prime end bias,CL_0000236,B cell,MONDO_0000001,disease or disorder,DFT3,YES,IDHigh,IDHigh-DFT3,1_IDHigh-DFT3,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,High,,,7.821696012,7.366824366,DDFT3_WK25_STIMYES
1152,Week25_DFT3.stim_1929,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DFT3.stim_1929,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25YESDFT3,3 prime end bias,CL_0000236,B cell,MONDO_0000001,disease or disorder,DFT3,YES,IDHigh,IDHigh-DFT3,1_IDHigh-DFT3,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,High,,,6.478933971,7.31929991,DDFT3_WK25_STIMYES
1153,Week25_DFT3.stim_1918,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DFT3.stim_1918,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25YESDFT3,3 prime end bias,CL_0000236,B cell,MONDO_0000001,disease or disorder,DFT3,YES,IDHigh,IDHigh-DFT3,1_IDHigh-DFT3,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,High,,,6.690295112,7.38760931,DDFT3_WK25_STIMYES
1154,Week25_DFT3.stim_1462,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DFT3.stim_1462,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25YESDFT3,3 prime end bias,CL_0000236,B cell,MONDO_0000001,disease or disorder,DFT3,YES,IDHigh,IDHigh-DFT3,1_IDHigh-DFT3,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,High,,,8.152493407,7.588461195,DDFT3_WK25_STIMYES
1155,Week25_DFT3.stim_1716,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DFT3.stim_1716,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25YESDFT3,3 prime end bias,CL_0000236,B cell,MONDO_0000001,disease or disorder,DFT3,YES,IDHigh,IDHigh-DFT3,1_IDHigh-DFT3,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,High,,,6.710975091,7.377649825,DDFT3_WK25_STIMYES
1156,Week25_DFT3.stim_1313,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DFT3.stim_1313,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25YESDFT3,3 prime end bias,CL_0000236,B cell,MONDO_0000001,disease or disorder,DFT3,YES,IDHigh,IDHigh-DFT3,1_IDHigh-DFT3,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,High,,,7.257217145,7.448212552999999,DDFT3_WK25_STIMYES
1157,Week25_DFT3.stim_1094,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DFT3.stim_1094,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25YESDFT3,3 prime end bias,CL_0000236,B cell,MONDO_0000001,disease or disorder,DFT3,YES,IDHigh,IDHigh-DFT3,1_IDHigh-DFT3,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,High,,,7.117396267999999,7.423051475,DDFT3_WK25_STIMYES
1158,Week25_DFT3.stim_1128,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DFT3.stim_1128,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25YESDFT3,3 prime end bias,CL_0000236,B cell,MONDO_0000001,disease or disorder,DFT3,YES,IDHigh,IDHigh-DFT3,1_IDHigh-DFT3,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,High,,,7.48905538,7.246417136,DDFT3_WK25_STIMYES
1159,Week25_DFT3.stim_1245,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DFT3.stim_1245,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25YESDFT3,3 prime end bias,CL_0000084,T cell,MONDO_0000001,disease or disorder,DFT3,YES,IDHigh,IDHigh-DFT3,1_IDHigh-DFT3,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,High,,,8.465831833,1.961920561,DDFT3_WK25_STIMYES
1160,Week25_DFT3.stim_1623,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DFT3.stim_1623,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25YESDFT3,3 prime end bias,CL_0000084,T cell,MONDO_0000001,disease or disorder,DFT3,YES,IDHigh,IDHigh-DFT3,1_IDHigh-DFT3,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,High,,,9.817567875,-0.69219149,DDFT3_WK25_STIMYES
1161,Week25_DFT3.stim_2077,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DFT3.stim_2077,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25YESDFT3,3 prime end bias,CL_0000084,T cell,MONDO_0000001,disease or disorder,DFT3,YES,IDHigh,IDHigh-DFT3,1_IDHigh-DFT3,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,High,,,6.0722952470000005,-1.614190165,DDFT3_WK25_STIMYES
1162,Week25_DFT3.stim_1823,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DFT3.stim_1823,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25YESDFT3,3 prime end bias,CL_0000771,eosinophil,MONDO_0000001,disease or disorder,DFT3,YES,IDHigh,IDHigh-DFT3,1_IDHigh-DFT3,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,High,,,5.464355825,10.80463321,DDFT3_WK25_STIMYES
